Short,Name,URL
CN,Huazhong Agricultural University,www.hzau.edu.cn
CN,Huazhong University of Science and Technology,www.hust.edu.cn
CN,Hubei University,www.hubu.edu.cn
CN,Huizhou University,www.hzu.edu.cn
CN,Hunan Agricultural University,www.hunau.net
CN,Hunan Normal University,www.hunnu.edu.cn
CN,Hunan University,www.hunu.edu.cn
CN,Inner Mongolia Agricultural University,www.imau.edu.cn
CN,Inner Mongolia Normal University,www.imnu.edu.cn
CN,Inner Mongolia Polytechnic University,www.impu.edu.cn
CN,Inner Mongolia University,www.imu.edu.cn
CN,International Business University of Beijing,www.ibub.edu.cn
CN,Jiangsu University of Science and Technology,www.jsust.edu.cn
CN,Jiangxi Agricultural University,www.jxau.edu.cn
CN,Jiangxi Normal University,www.jxnu.edu.cn
CN,Jiangxi University of Finance and Economics,www.jxufe.edu.cn
CN,Jiangxi University of Traditional Chinese Medicine,www.jutcm.com
CN,Jiaying University,www.jyu.edu.cn
CN,Jilin Agricultural University,www.jlau.edu.cn
CN,Jilin University,www.jlu.edu.cn
CN,Jilin University of Technology,www.jut.edu.cn
CN,Jimei University,www.jmu.edu.cn
CN,Jinan University,www.jnu.edu.cn
CN,Jingdezhen China Institute,www.jci.edu.cn
CN,Jishou University,www.jsu.edu.cn
CN,Kunmimg University of Science and Technology,www.kmust.edu.cn
CN,Lanzhou University,www.lzu.edu.cn
CN,Liaocheng Teachers University,www.lctu.edu.cn
CN,Liaoning Normal University,www.lnnu.edu.cn
CN,Liaoning Technical University,www.lntu.edu.cn
CN,Liaoning University,www.lnu.edu.cn
CN,Logistics Engineering University of PLA,www.hqgc.net
CN,Ludong University,www.ytnc.edu.cn
CN,Luxun Academy of Fine Art,www.lumei.edu.cn
CN,Luzhou Medical College,www.lzmc.edu.cn
CN,Nanchang University,www.ncu.edu.cn
CN,Nanjing Agricultural University,www.njau.edu.cn
CN,Nanjing Forestry University,www.njfu.edu.cn
CN,Nanjing Institute of Meteorology,www.njim.edu.cn
CN,Nanjing Medical University,www.njmu.edu.cn
CN,Nanjing Normal University,www.njnu.edu.cn
CN,Nanjing Union Theological Seminary,www.njuts.cn
CN,Nanjing University,www.nju.edu.cn
CN,Nanjing University of Aeronautics and Astronautics,www.nuaa.edu.cn
CN,Nanjing University of Chemical Technology,www.njuct.edu.cn
CN,Nanjing University of Economics,www.njue.edu.cn
CN,Nanjing University of Posts and Telecommunications,www.njupt.edu.cn
CN,Nanjing University of Science and Technology,www.njust.edu.cn
CN,Nanjing University of Traditional Chinese Medicine,www.njutcm.edu.cn
CN,Nankai University,nku.nankai.edu.cn
CN,National University of Defense Technology,www.nudt.edu.cn
CN,Neijiang Teacher University,www.neijtc.edu.cn
CN,Ningbo University,www.nbu.edu.cn
CN,Ningbo University of Technology,www.nbut.edu.cn
CN,Ningxia Medical College,www.nxmc.edu.cn
CN,Ningxia University,www.nxu.edu.cn
CN,North China Electric Power University,www.ncepubj.edu.cn
CN,North China University of Technology,www.ncut.edu.cn
CN,Northeast Agricultural University,www.neau.edu.cn
CN,Northeastern University,www.neu.edu.cn
CN,Northeast Forest University,www.nefu.edu.cn
CN,Northeast Normal University,www.nenu.edu.cn
CN,Northeast University at Qinhuangdao Campus,www.neuq.edu.cn
CN,Northern Jiaotong University,www.njtu.edu.cn
CN,Northern Sichuan Medical College,www.nsmc.edu.cn
CN,Northwest A&F University,www.nwau.edu.cn
CN,Northwest Normal University Lanzhou,www.nwnu.edu.cn
CN,Northwest Polytechnical University Xi'an,www.nwpu.edu.cn
CN,Northwest University Xi'an,www.nwu.edu.cn
CN,Ocean University of China,www.ouc.edu.cn
CN,Panzhihua University,www.pzhu.edu.cn
CN,Peking University,www.pku.edu.cn
CN,Qingdao University,www.qdu.edu.cn
CN,Qingdao University of Science and Technology,www.qust.edu.cn
CN,Qinghai Normal University,www.qhnu.edu.cn
CN,Qinghai Radio & Television University,www.qhrtvu.edu.cn
CN,Qinghai University,www.qhu.edu.cn
CN,Qiongzhou University,www.qzu.edu.cn
CN,Qufu Normal University,www.qfnu.edu.cn
CN,Renmin University of China,www.ruc.edu.cn
CN,Shaanxi Normal University,www.snnu.edu.cn
CN,Shandong Agricultural University,www.sdau.edu.cn
CN,Shandong Economic University,www.sdie.edu.cn
CN,Shandong Medical University,www.sdmu.edu.cn
CN,Shandong Normal University,www.sdnu.edu.cn
CN,Shandong University,www.sdu.edu.cn
CN,Shandong University of Art and Design,www.sdada.edu.cn
CN,Shandong University of Science and Technology,www.sdust.edu.cn
CN,Shandong University of Technology,www.sdut.edu.cn
CN,Shandong University of Triaditional Chinese Medicine,www.sdutcm.edu.cn
CN,Shanghai Business School,www.sbs.edu.cn
CN,Shanghai City College,www.umcollege.com
CN,Shanghai Customs College,shanghai_edu.customs.gov.cn
CN,Shanghai Dainji University,www.sdju.edu.cn
CN,Shanghai Institue of Foreign Trade,www.shift.edu.cn
CN,Shanghai International Studies University,www.shisu.edu.cn
CN,Shanghai Jiaotong University,www.sjtu.edu.cn
CN,Shanghai Lida Polytechnic Institute,www.lidapoly.com
CN,Shanghai Lixin University of Commerce,www.lixin.edu.cn
CN,Shanghai Maritime University,www.shmtu.edu.cn
CN,Shanghai Medical University,www.shmu.edu.cn
CN,Shanghai Normal University,www.shtu.edu.cn
CN,Shanghai Ocean University,www.shou.edu.cn
CN,Shanghai Ouhua Vocational Technical College,www.shouhua.net.cn
CN,Shanghai Sanda University,www.sandau.edu.cn
CN,Shanghai Second Medical University,www.shsmu.edu.cn
CN,Shanghai Second Polytechnic University,www.shspu.edu.cn
CN,Shanghai Sipo Polytechnic,www.sh-sipopolytechnic.com
CN,Shanghai Television University,www.shtvu.edu.cn
CN,Shanghai TieDao University,www.shtdu.edu.cn
CN,Shanghai University,www.shu.edu.cn
CN,Shanghai University of Engineering Science,www.sues.edu.cn
CN,Shanghai University of Finance and Economics,www.shufe.edu.cn
CN,Shanghai University of Science and Technology,www.usst.edu.cn
CN,Shanghai University of Traditional Chinese Medicine and Pharmacology,www.shutcm.edu.cn
CN,Shantou University,www.stu.edu.cn
CN,Shanxi Agricultural University,www.sxau.edu.cn
CN,Shanxi Normal University,www.snnu.edu.cn
CN,Shanxi University,www.sxu.edu.cn
CN,Shaoguan University,www.sgu.edu.cn
CN,Shenyang Institute of Chemical Technology,www.syict.edu.cn
CN,Shenyang Jianzhu University,www.sjzu.edu.cn
CN,Shenyang Pharmaceutical University,www.syphu.edu.cn
CN,Shenyang Polytechnic University,www.sypu.edu.cn
CN,Shenyang University,www.syu.edu.cn
CN,Shenzhen University,www.szu.edu.cn
CN,Shihezi University ,www.shzu.edu.cn
CN,Sichuan Agricultural University,www.sicau.edu.cn
CN,Sichuan Fine Art Institute,zsb.scfai.edu.cn
CN,Sichuan International Studies University,www.sisu.edu.cn
CN,Sichuan Normal University,www.sicnu.edu.cn
CN,Sichuan University,www.scu.edu.cn
CN,South China Agricultural University,www.scau.edu.cn
CN,South China Construction University,www.sccu.edu.cn
CN,South China Normal University,www.scnu.edu.cn
CN,South China University,www.usc.edu.cn
CN,South China University of Technology,www.scut.edu.cn
CN,Southeast University,www.seu.edu.cn
CN,Southern Medial University,www.fimmu.edu.cn
CN,Southern Yangtze University,www.sytu.edu.cn
CN,South University of Science and Technology of China ,www.sustc.edu.cn
CN,Southwest Agricultural University,www.swau.edu.cn
CN,Southwest Forestry University,www.swfc.edu.cn
CN,Southwest Jiaotong University,www.swjtu.edu.cn
CN,Southwest Petroleum University,www.swpu.edu.cn
CN,Southwest University,www.swnu.edu.cn
CN,Southwest University of Finance and Economics,www.swufe.edu.cn
CN,Southwest University of Nationalities,www.swun.edu.cn
CN,Southwest University of Political Science and Law,www.swupl.edu.cn
CN,Southwest University of Science and Technology,www.swust.edu.cn
CN,South West University Yucai College,www.swuyc.edu.cn
CN,Sun Yat-Sen University of Medical Sciences,www.gzsums.edu.cn
CN,Suzhou University,www.suda.edu.cn
CN,Taiyuan University of Technology,www.tyut.edu.cn
CN,Taizhou College,www.tzc.edu.cn
CN,Tarim University,www.taru.edu.cn
CN,The University of Nottingham Ningbo China,www.nottingham.edu.cn
CN,Tianjin Academy of Fine Art,www.tjarts.edu.cn
CN,Tianjin Medical University,www.tijmu.edu.cn
CN,Tianjin Normal University,www.tjnu.edu.cn
CN,Tianjin Open University,www.tjrtvu.edu.cn
CN,Tianjin Polytechnic University,www.tjpu.edu.cn
CN,Tianjin University,www.tju.edu.cn
CN,Tianjin University of Commerce,www.tjcu.edu.cn
CN,Tianjin University of Finance & Economics,www.tjufe.edu.cn
CN,Tianjin University of Technology,www.tjut.edu.cn
CN,Tibet Agricultural and Animal Husbandry College,www.xza.cn
CN,Tibet Tibetan Medical College,www.ttmc.edu.cn
CN,Tibet University,www.utibet.edu.cn
CN,Tibet University of Nationalities,www.xzmy.edu.cn
CN,Tongji Medical University,www.tjmu.edu.cn
CN,Tongji University,www.tongji.edu.cn
CN,Tsinghua University,www.tsinghua.edu.cn
CN,University of Electronic Science and Technology of China,www.uestc.edu.cn
CN,University of Hydraulic Electric Engineering,www.uheeyc.edu.cn
CN,University of International Business and Economics,www.uibe.edu.cn
CN,University of Jinan,www.ujn.edu.cn
CN,University of Petroleum (East China),www.hdpu.edu.cn
CN,University of Science and Technology Beijing,www.ustb.edu.cn
CN,University of Science and Technology of China,www.ustc.edu.cn
CN,Urumqi Vocational University,www.uvu.edu.cn
CN,Wenzhou Medical College,www.wzmu.net
CN,Wenzhou University,www.wzu.edu.cn
CN,West China University of Medical Sciences,www.wcums.edu.cn
CN,Wudanshan Taoist College ,www.wdsdjxy.com
CN,Wuhan Automobile Polytechnical University,www.whapu.edu.cn
CN,Wuhan Technical University of Surveying and Mapping,www.wtusm.edu.cn
CN,Wuhan Transportation University,www.whtu.edu.cn
CN,Wuhan University,www.whu.edu.cn
CN,Wuhan University of Hydraulic and Electric Engineering,www.wuhee.edu.cn
CN,Wuhan University of Technology,www.whut.edu.cn
CN,Wuhan University School of Medicine,wsm.whu.edu.cn
CN,Wuxi University of Light Industry,www.wxuli.edu.cn
CN,Wuyi University,www.wyu.edu.cn
CN,Xiamen University,www.xmu.edu.cn
CN,Xi'an Academy of Fine Art,www.xafa.edu.cn
CN,Xiangtan Normal University,www.xtnu.edu.cn
CN,Xiangtan University,www.xtu.edu.cn
CN,Xi'an Highway University,www.xahu.edu.cn
CN,Xi'an International Studies University,www.xisu.edu.cn
CN,Xi'an Jiaotong-Liverpool University,www.xjtlu.edu.cn
CN,Xi'an Jiaotong University,www.xjtu.edu.cn
CN,Xi'an University of Architecture and Technology,www.xauat.edu.cn
CN,Xi'an University of Electronic Science and Technology,www.xidian.edu.cn
CN,Xi'an University of Technology,www.xaut.edu.cn
CN,Xihua University,www.xhu.edu.cn
CN,Xijiang University,www.xiju.edu.cn
CN,Xinghai Conservatory of Music,www.xhcom.edu.cn
CN,Xinjiang Agriculture University,www.xjau.edu.cn
CN,Xinjiang Normal University,www.xjnu.edu.cn
CN,Xinjiang University,www.xju.edu.cn
CN,Xinjiang University of Finance and Economics,www.xjufe.edu.cn
CN,Xuzhou Normal University,www.xznu.edu.cn
CN,Yan'an University,www.yau.edu.cn
CN,Yanbian University,www.ybu.edu.cn
CN,Yanbian University of Science and Technology,www.ybust.edu.cn
CN,Yangtze Normal University,www.yznu.cn
CN,Yangtze University,www.yangtzeu.edu.cn
CN,Yangzhou University,www.yzu.edu.cn
CN,Yan Shan University,www.ysu.edu.cn
CN,Yantai Education Institute & Yantai Television University,www.ytet.edu.cn
CN,Yantai University,www.ytu.edu.cn
CN,Yunnan Agriculture University,www.ynau.edu.cn
CN,Yunnan Normal University,www.ynnu.edu.cn
CN,Yunnan University,www.ynu.edu.cn
CN,Zhanjiang Ocean University,www.zjou.edu.cn
CN,Zhejiang Forestry University,www.zjfc.edu.cn
CN,Zhejiang Gongshang University,www.zjgsu.edu.cn
CN,Zhejiang Normal University,www.zjnu.edu.cn
CN,Zhejiang Sci-Tech University ,www.zstu.edu.cn
CN,Zhejiang University,www.zju.edu.cn
CN,Zhejiang University of Technology,www.zjut.edu.cn
CN,Zhengda Software College,www.zdsoft.com.cn
CN,Zhengzhou Grain University,www.zzgc.edu.cn
CN,Zhengzhou University of Technology,www.zzut.edu.cn
CN,Zhongnan University of Economics and Law,www.znuel.net
CN,Zhongnan University of Finance and Economics,www.znufe.edu.cn
CN,Zhongnan University of Technology,www.zhnut.edu.cn
CN,Zhongshan University,www.zsu.edu.cn
CO,Centro de Estudios Investigación y Tecnología (CEIT),www.iceit.edu.co
CO,Colegio de Estudios Superiores de Administración (CESA),www.cesa.edu.co
CO,Conservatorio del Tolima,www.bundenet.comumusical
CO,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",www.unisimonbolivar.edu.co
CO,Corporación Universitaria de Ibagué (CORUNIVERSITARIA),www.cui.edu.co
CO,Corporación Universitaria de la Costa (UNICOSTA),www.cuc.edu.co
CO,Corporación Universitaria de Santander (UDES),www.udes.edu.co
CO,Corporación Universitaria Tecnológica de Bolivar,www.cutb.edu.co
CO,Escuela Colombiana de Carreras Industriales,www.ecci.edu.co
CO,Escuela Colombiana de Ingeniería Julio Garavito,www.escuelaing.edu.co
CO,Escuela de Administración de Negocios,www.ean.edu.co
CO,Escuela de Ingeniería de Antioquia,www.eia.edu.co
CO,"Escuela de Policia ""General Santander""",www.escueladepolicia.edu.co
CO,Escuela Superiore de Administración Pública,www.esap.edu.co
CO,Fundacion Escuela Colombiana de Rehabiliación,www.ecr.edu.co
CO,Fundación Universitaria de Boyacá,www.uniboyaca.edu.co
CO,Fundación Universitaria del Area Andina. Sede Pereira,www.funandi.edu.co
CO,Fundación Universitaria Luis Amigó,www.funlam.edu.co
CO,Fundación Universitaria Manuela Beltrán,www.umb.edu.co
CO,Fundación Universitaria San Martín,www.sanmartin.edu.co
CO,Institucion Universitaria de Envigado,www.iue.edu.co
CO,Institución Universitaria Iberoamericana,www.iberoamericana.edu.co
CO,Instituto Tecnológico Metropolitano,www.itm.edu.co
CO,Instituto Universitario de La Paz,www.unipaz.edu.co
CO,"Politécnico Columbiano ""Jaime Isaza Cadavid""",www.politecjic.edu.co
CO,Politécnico Grancolombiano - Institución Universitaria,www.poligran.edu.co
CO,Pontificia Universidad Javeriana,www.javeriana.edu.co
CO,Universidad Adventista de Colombia,www.unac.edu.co
CO,Universidad Antonio Nariño,www.uanarino.edu.co
CO,Universidad Autónoma de Bucaramanga,www.unab.edu.co
CO,Universidad Autónoma de Colombia,www.fuac.edu.co
CO,Universidad Autónoma de Las Américas,www.uam.edu.co
CO,Universidad Autónoma del Caribe,www.uac.edu.co
CO,Universidad Autónoma de Manizales,www.autonoma.edu.co
CO,Universidad Autónoma de Occidente,www.cuao.edu.co
CO,Universidad Autónoma Latinoamericana,www.unaula.edu.co
CO,Universidad Bellas Artes,www.bellasartes.edu.co
CO,Universidad Católica de Colombia,www.ucatolica.edu.co
CO,Universidad Católica del Norte,www.ucn.edu.co
CO,Universidad Católica del Oriente,www.uco.edu.co
CO,Universidad Católica de Manizales,www.ucatolicamz.edu.co
CO,Universidad Católica Popular del Risaralda,www.ucpr.edu.co
CO,Universidad Central,www.ucentral.edu.co
CO,Universidad Central del Valle del Cauca,www.uceva.edu.co
CO,Universidad CES,www.ces.edu.co
CO,Universidad Cooperativa de Colombia,www.ucc.edu.co
CO,Universidad de América Bogotá,www.uamerica.edu.co
CO,Universidad de Antioquia,www.udea.edu.co
CO,Universidad de Antioquía,www.udea.edu.co
CO,"Universidad de Bogotá ""Jorge Tadeo Lozano""",www.utadeo.edu.co
CO,Universidad de Caldas,www.ucaldas.edu.co
CO,Universidad de Cartagena,www.unicartagena.edu.co
CO,Universidad de Ciencias Aplicadas y Ambientales (UDCA),www.udca.edu.co
CO,Universidad de Córdoba,www.unicordoba.edu.co
CO,Universidad de La Amazonia,www.uniamazonia.edu.co
CO,Universidad de La Guajira,www.uniguajira.edu.co
CO,Universidad de La Sabana,www.unisabana.edu.co
CO,Universidad de La Salle,www.lasalle.edu.co
CO,Universidad del Atlántico,www.uniatlantico.edu.co
CO,Universidad del Cauca,www.ucauca.edu.co
CO,Universidad del Magdalena,www.unimagdalena.edu.co
CO,Universidad del Norte,www.uninorte.edu.co
CO,Universidad de Los Andes,www.uniandes.edu.co
CO,Universidad de Los Llanos,www.unillanos.edu.co
CO,Universidad del Quindío,www.uniquindio.edu.co
CO,Universidad del Rosario,www.urosario.edu.co
CO,Universidad del Sinú,www.unisinucartagena.edu.co
CO,Universidad del Tolima,www.ut.edu.co
CO,Universidad del Valle del Cauca,www.univalle.edu.co
CO,Universidad de Manizales,www.umanizales.edu.co
CO,Universidad de Medellín,www.udem.edu.co
CO,Universidad de Nariño,www.udenar.edu.co
CO,Universidad de Pamplona,www.unipamplona.edu.co
CO,Universidad de San Buenaventura,www.usb.edu.co
CO,Universidad de San Buenaventura Medellin,www.usbmed.edu.co
CO,Universidad de Sucre,www.unisucre.edu.co
CO,"Universidad Distral ""Francisco José de Caldas""",www.udistrital.edu.co
CO,Universidad EAFIT,www.eafit.edu.co
CO,Universidad El Bosque,www.unbosque.edu.co
CO,Universidad Externado de Colombia,www.uexternado.edu.co
CO,Universidad Francisco de Paula Santander,www.ufps.edu.co
CO,Universidad ICESI,www.icesi.edu.co
CO,Universidad INCCA de Colombia,www.unincca.edu.co
CO,Universidad Industrial de Santander,www.uis.edu.co
CO,Universidad La Gran Colombia,www.ugrancolombia.edu.co
CO,Universidad Libre de Colombia,www.unilibre.edu.co
CO,Universidad Mariana,www.umariana.edu.co
CO,Universidad Metropolitana,www.unimetro.edu.co
CO,Universidad Militar Nueva Granada,www.umng.edu.co
CO,Universidad Nacional Abierta y a Distancia,www.unad.edu.co
CO,Universidad Nacional de Colombia,www.unal.edu.co
CO,Universidad Pedagogica Nacional,www.pedagogica.edu.co
CO,Universidad Pedagógica y Tecnológica de Colombia,www.uptc.edu.co
CO,Universidad Piloto de Colombia,www.unipiloto.edu.co
CO,Universidad Pontificia Bolivariana,www.upb.edu.co
CO,Universidad Popular del Cesar,www.unicesar.edu.co
CO,Universidad Santiago de Cali,www.usaca.edu.co
CO,Universidad Santo Tomás,www.usta.edu.co
CO,Universidad Sergio Arboleda,www.usergioarboleda.edu.co
CO,Universidad Surcolombiana,www.usurcolombia.com
CO,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",www.utch.edu.co
CO,Universidad Tecnológica de Pereira,www.utp.edu.co
CR,Instituto Tecnológico de Costa Rica,www.itcr.ac.cr
CR,Universidad Adventista de Centro América,www.unadeca.ac.cr
CR,Universidad Autónoma de Centro América,www.uaca.ac.cr
CR,Universidad Autonoma Monterrey,www.unam.ac.cr
CR,Universidad Braulio Carrillo,www.universidadbrauliocarrillo.com
CR,Universidad Católica Anselmo Llorente,www.ucatolica.ac.cr
CR,Universidad Central,www.universidadcentral.com
CR,Universidad de Cartago Florencio del Castillo,www.uca.ac.cr
CR,Universidad de Costa Rica,www.ucr.ac.cr
CR,Universidad de Iberoamérica,www.unibe.ac.cr
CR,Universidad de La Salle,www.ulasalle.ac.cr
CR,Universidad del Turismo,www.utur.ac.cr
CR,Universidad de San José,www.universidadsanjosecr.com
CR,Universidad Empresarial,www.unem.eduinternacional
CR,Universidad Estatal a Distancia,www.uned.ac.cr
CR,Universidad Fidélitas,www.ufidelitas.ac.cr
CR,Universidad Fundepos Alma Mater,www.fundepos.ac.cr
CR,Universidad Hispanoamericana,www.uhispanoamericana.ac.cr
CR,Universidad Internacional de las Américas,www.uia.ac.cr
CR,Universidad Isaac Newton,www.isaacnewtoncr.com
CR,Universidad Latina de Costa Rica,www.ulatina.ac.cr
CR,Universidad Latinoamericana de Ciencia y Tecnología,www.ulacit.ac.cr
CR,Universidad Libre de Costa Rica,www.ulicori.ac.cr
CR,Universidad Metropolitana Castro Carazo,www.umca.net
CR,Universidad Nacional,www.una.ac.cr
CR,Universidad para la Cooperación Internacional,www.uci.ac.cr
CR,Universidad San Juan de la Cruz,www.universidadsanjuan.ac.cr
CR,Universidad San Juan de la Cruz,www.sjdlc.com
CR,Universidad San Marcos,www.usam.ac.cr
CR,Universidad Santa Paula,www.uspsantapaula.com
CR,Universidad Veritas,www.uveritas.ac.cr
CR,University for Peace,www.upeace.org
CU,"Instituto Superior Minero Metalúrgico ""Dr. Antonio Núñez Jiménez""",www.ismm.edu.cu
CU,Instituto Superior Politécnico José Antonio Echeverría,www.cujae.edu.cu
CU,Universidad Central de Las Villas,www.uclv.edu.cu
CU,Universidad de Camagüey,www.reduc.edu.cu
CU,Universidad de Ciego de Avila,www.unica.cu
CU,Universidad de Cienfuegos,www.ucf.edu.cu
CU,Universidad de Granma,www.udg.co.cu
CU,Universidad de Holguín,www.uho.edu.cu
CU,Universidad de La Habana,www.uh.cu
CU,Universidad de Matanzas Camilo Cienfuegos,www.umcc.cu
CU,Universidad de Oriente,www.uo.edu.cu
CU,Universidad de Pinar del Río,www.upr.edu.cu
CU,"Universidad Pedagógica ""José Martí"", Camagüey",www.ispcmw.rimed.cu
CV,Universidade Jean Piaget de Cabo Verde,cv.unipiaget.org
CY,Americanos College,www.ac.ac.cy
CY,Cyprus College,www.cycollege.ac.cy
CY,Cyprus International Institute of Management (CIIM),www.ciim.ac.cy
CY,Cyprus International University,www.ciu.edu.tr
CY,Cyprus University of Technology,www.cut.ac.cy
CY,Eastern Mediterranean University,www.emu.edu.tr
CY,European University Cyprus,www.euc.ac.cy
CY,European University of Lefke,www.lefke.edu.tr
CY,Frederick University,www.frederick.ac.cy
CY,Girne American University,www.gau.edu.tr
CY,Intercollege,www.intercollege.ac.cy
CY,Near East University,www.neu.edu.tr
CY,Open University of Cyprus,www.ouc.ac.cy
CY,The CTL Eurocollege,www.ctleuro.ac.cy
CY,University of Cyprus,www.ucy.ac.cy
CY,University of Nicosia,www.unic.ac.cy
CZ,"Academy of Performing Arts, Film and TV Fakulty",www.famu.cz
CZ,Anglo-American University,www.aauni.edu
CZ,Brno University of Technology,www.vutbr.cz
CZ,Cevro Institut College,www.vsci.cz
CZ,Charles University Prague,www.cuni.cz
CZ,Czech Technical University of Prague,www.cvut.cz
CZ,Czech University of Agriculture Prague,www.czu.cz
CZ,Masaryk University,www.muni.cz
CZ,Mendel University of Agriculture and Forestry,www.mendelu.cz
CZ,Palacky University,www.upol.cz
CZ,Prague College,www.praguecollege.cz
CZ,Prague Institute of Chemical Technology,www.vscht.cz
CZ,Prague International University,www.mpu-prague.cz
CZ,Silesian University,www.slu.cz
CZ,Technical University of Liberec,www.vslib.cz
CZ,Technical University of Mining and Metallurgy Ostrava,www.vsb.cz
CZ,Tiffin University Prague,www.tiffinprague.cz
CZ,Tomas Bata University in Zlin,www.utb.cz
CZ,University of Economics Prague,www.vse.cz
CZ,University of Education Hradec Kralove,www.vsp.cz
CZ,University of Jan Evangelista Purkyne,www.ujep.cz
CZ,University of New York in Prague,www.unyp.cz
CZ,"University of Northern Virginia, Prague Campus",www.unva.cz
CZ,University of Ostrava,www.osu.cz
CZ,University of Pardubice,www.upce.cz
CZ,University of South Bohemia,www.jcu.cz
CZ,University of Veterinary and Pharmaceutical Science,www.vfu.cz
CZ,University of West Bohemia,www.zcu.cz
DE,"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",www.akad.de
DE,Albert-Ludwigs-Universität Freiburg,www.uni-freiburg.de
DE,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,www.asfh-berlin.de
DE,Augustana Hochschule Neuendettelsau,www.augustana.de
DE,Bauhaus Universität Weimar,www.uni-weimar.de
DE,Bayerische Julius-Maximilians-Universität Würzburg,www.uni-wuerzburg.de
DE,Bergische Universität Gesamthochschule Wuppertal,www.uni-wuppertal.de
DE,BiTS - Business and Information Technology School gGmbH,www.bits-iserlohn.de
DE,Brandenburgische Technische Universität Cottbus,www.tu-cottbus.de
DE,Carl von Ossietzky Universität Oldenburg,www.uni-oldenburg.de
DE,Christian-Albrechts-Universität Kiel,www.uni-kiel.de
DE,Cologne Business School,www.cbs.de
DE,Deutsche Hochschule für Verwaltungswissenschaften Speyer,www.dhv-speyer.de
DE,Deutsche Sporthochschule Köln,www.dshs-koeln.de
DE,Deutsche Telekom Fachhochschule Leipzig,www.fh-telekom-leipzig.de
DE,"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",www.fh-riedlingen.de
DE,DIPLOMA-Fachhochschule ÖlsnitzVogtland,www.diploma.de
DE,Duale Hochschule Baden-Württemberg,www.dhbw.de
DE,E.A.P. Europäische Wirtschaftshochschule Berlin,www.eap.net
DE,Eberhard-Karls-Universität Tübingen,www.uni-tuebingen.de
DE,Ernst-Moritz-Arndt Universität Greifswald,www.uni-greifswald.de
DE,Europa Fachhochschule Fresenius,www.fh-fresenius.de
DE,Europäische Betriebswirtschafts-Akademie,www.eba-muenchen.de
DE,Europäische Fachhochschule,www.eufh.de
DE,Europa-Universität Viadrina Frankfurt (Oder),www.euv-frankfurt-o.de
DE,European Business School Schloß Reichartshausen,www.ebs.de
DE,European College of Liberal Arts,www.ecla.de
DE,European Management School,www.ems-mainz.de
DE,"Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik",www.evfh-berlin.de
DE,Evangelische Fachhochschule Darmstadt,www.efh-darmstadt.de
DE,"Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik",www.efh-freiburg.de
DE,"Evangelische Fachhochschule für Religionspädagogik, und Gemeindediakonie Moritzburg",www.fhs-moritzburg.de
DE,"Evangelische Fachhochschule für Sozialpädagogik der ""Diakonenanstalt des Rauhen Hauses"" Hamburg",www.rauheshaus.defachhochschule
DE,Evangelische Fachhochschule Hannover,www.efh-hannover.de
DE,Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,www.efhlu.de
DE,Evangelische Fachhochschule Nürnberg,www.evfh-nuernberg.de
DE,"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",www.efh-reutlingen-ludwigsburg.de
DE,Evangelische Fachhochschule Rheinland-Westfalen-Lippe,www.efh-bochum.de
DE,Evangelische Hochschule für Soziale Arbeit Dresden (FH),www.ehs-dresden.de
DE,Fachhochschule Aachen,www.fh-aachen.de
DE,Fachhochschule Aschaffenburg,www.fh-aschaffenburg.de
DE,Fachhochschule Augsburg,www.fh-augsburg.de
DE,"Fachhochschule Biberach, Hochschule für Bauwesen und Wirtschaft",www.fh-biberach.de
DE,Fachhochschule Bielefeld,www.fh-bielefeld.de
DE,Fachhochschule Bingen,www.fh-bingen.de
DE,Fachhochschule Bochum,www.fh-bochum.de
DE,Fachhochschule Bonn-Rhein-Sieg,www.fh-bonn-rhein-sieg.de
DE,Fachhochschule Brandenburg,www.fh-brandenburg.de
DE,Fachhochschule BraunschweigWolfenbüttel,www.fh-wolfenbuettel.de
DE,Fachhochschule Deggendorf,www.fh-deggendorf.de
DE,Fachhochschule der Wirtschaft,www.fhdw.de
DE,Fachhochschule des Mittelstandes (FHM),www.fhm-mittelstand.de
DE,Fachhochschule Dortmund,www.fh-dortmund.de
DE,Fachhochschule Düsseldorf,www.fh-duesseldorf.de
DE,Fachhochschule Eberswalde,www.fh-eberswalde.de
DE,Fachhochschule Erfurt,www.fh-erfurt.de
DE,Fachhochschule Flensburg,www.fh-flensburg.de
DE,Fachhochschule Frankfurt am Main,www.fh-frankfurt.de
DE,Fachhochschule für das öffentliche Bibliothekswesen Bonn,www.fhoebb.de
DE,Fachhochschule für die Wirtschaft,www.fhdw.bib.de
DE,Fachhochschule für Oekonomie und Management (FOM),www.fom.de
